damageDealt	headshotKills	heals	killPlace	killPoints	kills	killStreaks	longestKill	matchDuration	matchType	numGroups	rankPoints	revives	rideDistance	roadKills	swimDistance	winPoints	winPlacePerc
0	0	0	76	1130	0	0	0	1665	3	27	-1	0	0	0	0	1417	0.0741
100	0	12	25	0	1	1	8.126	1383	2	47	1510	1	883.5	0	0	0	0.8261
0	0	0	92	0	0	0	0	1310	3	28	1500	0	0	0	0	0	0.0345
0	0	2	52	1378	0	0	0	1257	3	26	-1	0	149	0	14.56	1509	0.7037
137.6	0	0	85	0	0	0	0	1357	3	28	1484	1	0	0	0	0	0.037
25.99	0	0	67	0	0	0	0	1356	3	26	1522	0	0	0	0	0	0.1923
100	0	0	40	0	1	1	10.81	1291	3	28	1465	1	0	0	0	0	0.1379
39.81	0	0	28	1009	1	1	6.233	1878	3	26	-1	1	2807	0	0	1495	0.5556
321.2	0	5	19	0	2	1	41.63	1377	3	24	1487	0	0	0	0	0	0.76
2325	8	2	1	1142	21	2	192.1	1376	2	46	-1	1	2012	0	0	1505	1
58	0	0	70	1067	0	0	0	1356	2	47	-1	0	0	0	0	1512	0.2979
0	0	1	64	0	0	0	0	1373	3	27	1515	0	0	0	0	0	0.3077
290.4	0	0	8	1461	3	2	64.56	1385	2	47	0	0	444.3	0	0	1519	0.8298
0	0	0	61	1000	0	0	0	1376	3	26	-1	0	0	0	0	1500	0.4
400	1	6	6	1572	4	2	36.25	1772	3	28	-1	0	682.6	0	0	1601	0.4643
49.48	0	1	38	0	0	0	0	1376	3	25	1483	0	3634	0	0	0	0.9231
117.4	1	0	24	1070	1	1	8.223	1866	3	25	-1	0	256.2	0	0	1449	0.4
0	0	0	73	0	0	0	0	1388	2	44	1499	1	126.8	0	0	0	0.234
0	0	0	63	0	0	0	0	1866	3	29	2395	0	467.5	0	0	0	0.3571
33.11	0	0	54	0	0	0	0	1878	3	28	1384	0	3168	0	0	0	0.5357
0	0	0	49	1108	0	0	0	1375	3	28	-1	0	0	0	0	1514	0.5556
184	0	9	25	0	1	1	8.962	1400	3	29	1330	0	0	0	0	0	1
200.8	0	0	33	1464	1	1	11.44	1371	3	29	-1	0	0	0	0	1549	0.3214
161	0	4	25	1305	1	1	29.57	1362	3	29	-1	0	0	0	0	1515	0.9667
77.22	0	0	85	1292	0	0	0	1837	2	50	-1	0	0	0	0	1565	0.2041
0	0	1	70	1084	0	0	0	1779	3	27	-1	0	0	0	0	1483	0.2308
91.32	0	0	82	0	0	0	0	1910	2	45	1482	0	0	0	0	0	0.1458
96.91	0	1	41	1125	1	1	3.431	1864	2	48	-1	0	0	0	0	1474	0.3061
66.12	0	5	61	0	0	0	0	1849	3	27	1442	1	0	0	0	0	0.2593
81.78	0	0	69	1407	0	0	0	1339	3	27	-1	0	0	0	0	1510	0.2759
265	0	1	16	0	2	2	7.202	1427	2	47	1555	1	0	0	0	0	0.7708
0	0	1	44	0	0	0	0	1854	1	94	1716	0	2251	0	0	0	0.8646
0	0	0	48	0	0	0	0	908	1	31	1500	0	0	0	0	0	0.2333
259.6	0	3	19	0	2	2	16.83	1874	2	46	1506	2	1043	0	0	0	0.8511
264.2	0	0	9	0	3	1	35.55	1467	1	93	1489	0	0	0	0	0	0.7128
75	1	6	28	0	1	1	44.3	1788	2	48	1692	1	2865	0	0	0	0.5532
121.7	1	0	25	1200	1	1	19.27	1885	2	46	-1	0	4719	0	0	1530	0.7826
0	0	0	84	0	0	0	0	1484	1	91	1489	0	0	0	0	0	0.1134
176	1	0	21	0	2	1	15.31	1776	1	95	1507	0	0	0	0	0	0.2604
153.5	1	0	36	1091	1	1	5.442	1871	3	26	-1	0	0	0	0	1510	0.1538
30.24	0	1	49	0	0	0	0	1377	3	27	1488	1	1436	0	0	0	0.9231
118.6	0	0	68	0	0	0	0	1844	2	47	1713	0	0	0	0	0	0.3404
51	1	0	40	1228	1	1	63.36	1818	2	45	-1	0	0	0	0	1436	0.1333
10.8	0	0	88	0	0	0	0	1313	1	96	1500	0	0	0	0	0	0.1327
90.73	0	0	75	0	0	0	0	1342	3	28	1336	0	0	0	0	0	0.1724
100	1	1	33	989	1	1	20.51	2004	2	44	-1	0	0	0	0	1488	0.2174
247.9	0	12	16	1022	2	1	74.82	2197	3	26	-1	0	4614	0	0	1465	0.6
302.4	0	0	37	1140	1	1	4.452	1351	3	34	-1	0	0	0	0	1482	0.4242
252.5	0	1	14	1435	2	1	13.88	1483	1	95	-1	0	0	0	0	1571	0.8763
121.7	0	0	31	0	1	1	5.891	1336	3	26	1462	0	0	0	0	0	0.48
0	0	1	54	1099	0	0	0	1796	2	44	-1	0	0.0075	0	22.98	1471	0.6444
49.5	0	0	61	0	0	0	0	1312	3	29	1500	0	0	0	0	0	0.5333
147.9	0	1	25	1000	1	1	119.6	1353	3	28	-1	0	0	0	0	1500	0.7037
0	0	0	86	1196	0	0	0	1396	3	27	-1	0	0	0	0	1436	0.0741
183.5	0	0	33	1000	1	1	74.36	1968	3	27	-1	0	0	0	0	1500	0.1923
0	0	0	98	1038	0	0	0	1385	2	48	-1	0	0	0	0	1502	0
294.7	0	3	18	1376	1	1	15	1836	3	28	-1	0	2251	0	0	1500	0.8929
125.8	0	0	90	0	0	0	0	1885	2	48	1473	0	0	0	0	0	0.0425
67.08	0	0	58	0	0	0	0	1848	3	26	1498	0	0	0	0	0	0.44
481.2	0	2	7	0	4	2	19.56	1755	3	31	1574	0	0	0	0	0	0.4333
400	1	5	6	0	4	2	27.29	1295	2	44	1527	1	979	0	0	0	0.5111
198	0	0	21	1261	2	1	8.27	1368	3	28	-1	0	0	0	0	1502	0.1111
2	0	0	38	981	1	1	18.86	1854	3	28	-1	1	0	0	0	1465	0.1071
237.9	0	5	65	1243	0	0	0	1860	2	44	-1	0	0	0	0	1463	0.3913
0	0	0	76	0	0	0	0	2002	3	27	1488	0	0	0	0	0	0.1111
688.5	4	9	3	0	6	2	80.11	1392	2	45	1474	0	1052	0	0	0	0.8696
37.73	0	0	67	1389	0	0	0	1317	3	27	-1	1	0	0	0	1476	0.2963
100	0	0	34	0	1	1	0	1774	3	29	1334	0	0	0	0	0	0.25
0	0	4	52	0	0	0	0	1895	2	45	1500	0	8605	0	0	0	0.7872
29.58	0	0	66	1706	0	0	0	1972	3	25	-1	2	0	0	0	1587	0.25
133.4	0	1	27	0	1	1	66.23	1368	3	26	1411	0	0	0	0	0	0.4231
0	0	11	48	1425	0	0	0	1364	2	45	-1	0	2393	0	0	1656	0.7021
387.3	0	0	20	0	2	2	9.339	1356	2	47	1577	1	0	0	0	0	0.3125
82.73	0	1	42	1180	0	0	0	1936	2	47	0	0	0	0	0	1519	0.8043
819.7	1	2	3	1397	6	2	219.7	1955	2	45	-1	0	2216	0	0	1540	1
27.12	0	0	46	0	0	0	0	1365	3	24	1425	0	0	0	0	0	0.9167
125.7	0	1	41	0	0	0	0	1344	2	45	1505	0	0	0	0	0	0.7556
486.4	1	1	6	0	4	2	26.03	1449	2	48	1510	0	803.4	0	0	0	0.6383
523.3	4	1	2	0	5	1	200.4	1975	1	89	1663	0	3392	0	0	0	0.7234
75	0	0	34	0	1	1	7.374	1796	3	28	1500	0	0	0	0	0	0.3929
291.5	0	0	7	0	0	0	0	1808	1	2	1500	0	0	0	0	0	0
373.9	1	1	12	0	2	1	69.91	1457	3	26	1510	0	0	0	0	0	1
94.02	0	0	87	0	0	0	0	1837	2	43	1531	0	0	0	0	0	0.0444
0	0	0	89	1347	0	0	0	1861	1	92	0	0	0	0	0	1455	0.0737
0	0	0	82	0	0	0	0	1878	1	90	1528	0	0	0	0	0	0.1183
100	0	0	36	1184	1	1	1.833	2054	1	88	-1	0	0	0	0	1505	0.4111
291.7	2	1	5	1125	3	2	46.78	1319	2	48	-1	0	1423	0	34.68	1544	0.8958
522.6	2	2	10	0	3	2	121.4	1734	3	25	1485	1	6889	0	0	0	0.7037
260.6	0	3	17	0	2	2	23.84	1371	2	44	1479	1	0	0	0	0	0.7872
338.8	2	4	4	0	4	1	40.55	1800	2	48	1494	2	2967	0	200	0	0.9388
77.4	0	0	72	0	0	0	0	1357	2	47	1493	0	0	0	0	0	0.3469
228.4	0	0	19	0	2	1	50.57	2041	1	90	1496	0	0	0	0	0	0.2796
0	0	0	69	0	0	0	0	1330	2	45	1461	0	0	0	14.19	0	0.2444
0	0	0	80	0	0	0	0	1913	3	30	1542	0	634.6	0	0	0	0.2759
0	0	4	44	0	0	0	0	1949	3	27	1480	0	957.1	0	0	0	0.5926
0	0	3	50	1044	0	0	0	1434	2	48	-1	0	0	0	0	1496	0.7234
0	0	0	88	0	0	0	0	1388	3	27	1493	0	0	0	0	0	0.1111
0	0	1	57	1053	0	0	0	1402	2	46	-1	0	0	0	0	1491	0.5652
40.41	0	0	39	0	1	1	11.14	1704	2	47	1478	0	0	0	0	0	0.2917
197.7	0	6	8	0	3	2	10.19	1978	3	23	1468	2	0	0	0	0	0.28
875.5	2	1	1	0	8	4	231.3	1782	2	45	1507	0	6499	0	0	0	0.9778
55.65	0	0	85	1197	0	0	0	1766	3	30	-1	0	0	0	0	1467	0.069
100	0	0	33	0	1	1	10.11	1422	1	94	1710	0	0	0	0	0	0.5579
0	0	4	49	0	0	0	0	1923	2	46	1466	0	6472	0	0	0	0.6739
63.21	0	0	64	0	0	0	0	1839	3	30	1426	0	0	0	0	0	0.4333
115.1	0	0	35	1327	1	1	0.8187	1450	3	29	-1	0	0	0	0	1492	0.4286
9.36	0	0	78	0	0	0	0	1873	2	46	1507	0	0	0	0	0	0.25
200.3	1	0	18	0	2	1	12.83	1342	3	27	1384	2	0	0	0	0	0.7143
100	0	0	43	0	1	1	7.308	1368	2	48	1521	0	0	0	0	0	0.1915
581.1	2	4	1	0	5	2	171.7	1295	3	25	1865	0	0	0	0	0	1
239	0	5	23	0	1	1	43.51	1318	3	23	1490	0	1693	0	0	0	0.5652
0	0	0	52	0	0	0	0	1782	3	25	1327	0	0	0	0	0	0.4815
305.5	1	7	5	1261	4	2	40.21	1862	3	27	-1	1	1391	0	0	1546	1
200	1	0	22	0	2	2	13.99	1374	2	40	1382	0	0	0	0	0	0.3182
2.253	0	13	38	1349	0	0	0	1778	3	29	-1	0	11150	0	0	1582	0.9643
0	0	0	62	0	0	0	0	1396	1	92	1511	0	0	0	0	0	0.3696
159.2	0	4	47	1047	0	0	0	1881	2	45	-1	0	0	0	0	1512	0.7083
0	0	3	36	1154	0	0	0	1498	1	70	-1	0	0	0	130.4	1524	0.9518
0	0	0	82	1298	0	0	0	1414	1	97	0	0	0	0	0	1496	0.1959
262.6	0	3	49	0	0	0	0	1390	2	47	1515	0	0	0	0	0	0.7174
82.11	0	0	84	1114	0	0	0	1435	3	29	-1	0	0	0	0	1412	0.0357
171.9	0	0	27	0	1	1	14.5	1892	2	46	1500	1	518.7	0	0	0	0.4255
69.09	0	0	63	1052	0	0	0	1352	3	27	-1	0	0	0	0	1495	0.5185
170.3	1	0	29	999	1	1	21.58	1325	2	48	0	0	920.1	0	0	1504	0.8542
0	0	0	66	1225	0	0	0	1411	1	96	-1	0	520.7	0	0	1427	0.375
85.68	0	0	92	0	0	0	0	1417	2	46	1503	0	0	0	0	0	0.0217
96.36	0	1	47	0	0	0	0	1822	3	29	1478	1	7133	0	0	0	0.7857
113.7	0	2	24	0	1	1	17.93	1283	3	26	1499	0	0	0	0	0	0.8
107.2	0	0	48	0	0	0	0	1347	2	46	1500	0	0	0	59.09	0	0.8298
0	0	0	89	1353	0	0	0	1343	3	26	-1	0	0	0	0	1427	0.037
107.5	0	0	70	0	0	0	0	1846	2	47	1529	0	0	0	0	0	0.3191
122.6	0	0	38	0	1	1	242.1	1380	1	92	1539	0	0	0	0	0	0.4891
125.8	0	1	28	1429	1	1	68.59	1350	3	31	-1	0	0	0	0	1483	0.5806
289.2	0	5	10	0	3	1	22.13	1443	3	29	1467	1	0	0	0	0	0.7143
0	0	1	71	0	0	0	0	1306	3	26	1500	1	0	0	0	0	0.2
110.1	0	0	69	1305	0	0	0	1383	2	45	-1	0	0	0	0	1569	0.25
0	0	0	75	979	0	0	0	1440	1	97	-1	0	0	0	0	1491	0.2449
118.9	2	2	17	0	2	1	26.43	1750	2	42	1581	0	4339	0	0	0	0.5349
499.3	0	1	9	0	4	3	47.76	1384	3	29	1445	2	0	0	0	0	0.3929
268.9	1	1	26	0	1	1	5.376	1864	3	30	1568	0	4122	0	0	0	0.6897
172.1	0	2	31	0	1	1	3.602	1956	3	28	1490	0	0	0	0	0	0.6897
112.5	0	1	39	0	1	1	21.88	1375	1	92	1500	0	0	0	24.47	0	0.3696
294.3	0	0	33	0	1	1	26.65	1897	3	29	1429	0	0	0	0	0	0.2857
0	0	0	78	0	0	0	0	1891	2	46	1500	0	0	0	0	0	0.1702
0	0	5	61	0	0	0	0	1368	2	46	1543	0	0	0	0	0	0.449
192.4	0	1	44	0	0	0	0	1360	3	28	1470	0	0	0	0	0	0.8148
76.66	0	0	74	0	0	0	0	1360	2	49	1480	0	0	0	0	0	0.3125
24.03	0	0	59	0	0	0	0	1803	3	28	1462	0	0	0	0	0	0.5185
53.23	0	0	86	1436	0	0	0	1172	2	47	-1	0	0	0	0	1522	0.125
52.48	0	1	22	0	2	2	69.42	1417	3	26	1480	0	0	0	0	0	0.3846
74.88	0	0	74	0	0	0	0	1860	3	26	1399	0	0	0	0	0	0.1538
81.1	0	0	82	0	0	0	0	1385	3	28	1488	0	0	0	0	0	0.1786
300	0	0	18	0	2	1	202.7	1773	3	25	1547	0	0	0	0	0	0.2
379.9	1	6	11	1319	3	1	56.27	1416	2	43	-1	0	0	0	0	1463	0.5476
203.2	0	0	64	0	0	0	0	1895	3	28	1494	0	0	0	0	0	0.2414
0	0	0	65	0	0	0	0	1377	2	46	1484	0	0	0	0	0	0.3696
1240	3	4	1	1348	14	2	150.1	1973	2	43	-1	2	0	0	0	1484	1
160.6	0	5	37	0	1	1	14.93	1288	3	23	1805	0	0	0	0	0	0.16
0	0	0	80	0	0	0	0	1803	2	43	1452	0	1055	0	0	0	0.093
42.57	0	0	44	0	0	0	0	1387	2	45	1486	0	0	0	0	0	0.9574
0	0	0	86	1000	0	0	0	1877	3	26	-1	0	0	0	0	1500	0.04
72.38	0	0	90	1310	0	0	0	1548	1	96	-1	0	0	0	0	1546	0.0729
52.59	0	0	47	1490	0	0	0	1876	2	44	-1	0	799.2	0	0	1559	0.7111
368.6	1	1	7	1028	4	2	16.68	1345	2	49	-1	1	0	0	0	1449	0.5306
224.7	0	0	19	1501	2	1	42.29	1371	2	48	-1	0	0	0	0	1539	0.375
120	0	0	23	0	1	1	27.19	1380	1	92	1612	0	0	0	0	0	0.8043
274	1	1	17	0	2	2	15.67	1423	2	45	1456	1	0	0	0	0	0.5556
0	0	0	72	0	0	0	0	1281	3	31	1506	0	2101	0	0	0	0.3333
162	0	1	32	1005	1	1	39.14	1866	3	25	-1	0	1181	0	0	1503	0.6
0	0	0	97	1250	0	0	0	1466	2	49	-1	0	0	0	0	1436	0
603.6	0	2	2	1263	7	2	91.91	1433	2	45	-1	2	0	0	0	1460	0.8298
0	0	0	98	1450	0	0	0	1323	2	48	-1	0	0	0	0	1405	0
0	0	1	49	1142	0	0	0	1873	3	26	-1	0	2520	0	0	1502	0.6538
231.7	0	5	15	0	2	1	21.98	1412	3	29	1538	0	0	0	0	0	0.6667
159.2	1	0	15	1505	2	2	19.76	1380	2	44	-1	0	0	0	0	1538	0.4468
92.3	0	0	35	0	1	1	9.084	1382	3	26	1334	0	238.6	0	0	0	0.52
31.66	0	0	51	0	0	0	0	1875	3	29	1500	0	4035	0	0	0	0.7241
0	0	3	49	0	0	0	0	1465	1	98	1521	0	1086	0	48.4	0	0.7959
126	0	0	62	0	0	0	0	1349	3	29	1866	0	0	0	0	0	0.5714
0	0	0	51	0	0	0	0	1849	2	48	1500	0	5315	0	0	0	0.6667
0	0	0	40	0	0	0	0	1454	2	46	1500	0	0	0	0	0	0.9149
0	0	0	86	1376	0	0	0	1825	2	45	-1	0	0	0	0	1452	0.0667
16.84	0	0	78	0	0	0	0	1440	2	44	1503	0	0	0	0	0	0.1087
72.97	0	0	97	1261	0	0	0	1440	1	92	-1	0	0	0	0	1384	0
236.7	2	0	19	1660	2	1	87.91	1361	3	30	-1	0	0	0	0	1457	0.3448
0	0	0	67	0	0	0	0	1785	3	26	1377	0	193.3	0	0	0	0.3462
127.4	0	0	37	1161	1	1	4.245	1835	3	28	-1	0	815.3	0	0	1466	0.2143
174.7	0	0	66	1056	0	0	0	1388	3	24	-1	0	0	0	0	1467	0.4231
51.6	0	0	82	0	0	0	0	1981	1	95	1500	0	0	0	0	0	0.1735
26.4	0	0	57	0	0	0	0	1386	3	27	1494	0	0	0	0	0	0.5862
153.6	2	1	8	0	3	1	51.42	1337	3	27	1501	0	0	0	0	0	0.8889
0	0	0	69	1093	0	0	0	1443	3	27	-1	0	0	0	0	1472	0.3
194.3	1	2	34	0	1	1	4.768	1820	2	45	1540	0	4414	0	0	0	0.6042
82.66	1	14	32	1223	1	1	21.29	1336	3	29	-1	0	0	0	0	1511	0.7143
81.9	0	0	69	0	0	0	0	1434	3	28	1684	0	0	0	0	0	0.2857
100	0	0	25	0	1	1	3.435	1848	3	27	1433	0	4054	0	0	0	0.5385
100	1	2	31	0	1	1	43.99	1374	2	43	1500	1	0	0	0	0	0.75
0	0	1	60	0	0	0	0	2135	3	24	1552	0	597	0	0	0	0.2963
266.3	0	4	23	1421	1	1	7.919	1394	3	27	-1	0	0	0	0	1494	0.6538
208.5	0	1	31	0	1	1	11.39	1795	2	47	1494	0	0	0	0	0	0.6042
0	0	0	65	1050	0	0	0	1773	1	72	-1	0	0	0	0	1521	0.1154
1013	3	14	2	0	7	2	177.3	1765	2	45	1439	1	2764	0	0	0	0.9792
21.94	0	0	74	0	0	0	0	1370	3	27	1501	0	0	0	0	0	0.3333
400	2	2	8	0	3	1	13.45	1382	3	27	1503	1	0	0	0	0	0.3448
150.3	1	0	19	0	1	1	5.581	1377	1	90	1485	0	0	0	0	0	0.8925
0	0	0	91	0	0	0	0	1413	2	47	1584	0	0	0	0	0	0
126.7	0	6	32	1133	1	1	68.32	1680	3	29	-1	0	0	0	0	1502	0.4643
0	0	0	50	0	0	0	0	1439	3	29	1458	1	483.5	0	0	0	0.8276
115.8	0	0	73	0	0	0	0	1423	1	89	1490	0	0	0	0	0	0.2391
970.5	4	17	4	1000	11	2	21.61	1263	3	7	-1	2	0	0	0	1500	1
478.7	1	1	13	0	2	1	192	1290	3	26	1465	1	0	0	0	0	0.5926
173.4	0	1	44	1093	1	1	3.442	1799	2	47	-1	0	0	0	0	1454	0.2083
0	0	0	76	1091	0	0	0	1837	3	27	-1	0	0	0	0	1436	0.1071
0	0	0	45	0	0	0	0	1841	2	48	1500	0	1109	0	0	0	0.8333
256.9	0	1	19	0	2	2	56.05	1967	2	43	1505	0	0	0	0	0	0.4318
87.1	0	2	39	0	0	0	0	1372	2	45	1518	2	0.0023	0	21.7	0	1
54.45	0	0	48	0	0	0	0	1444	2	43	1500	0	0	0	0	0	0.5682
47.22	0	2	76	0	0	0	0	1817	2	46	1470	0	0	0	0	0	0.2766
121.9	0	0	95	0	0	0	0	1789	3	28	1403	0	0	0	0	0	0
80.68	0	0	84	0	0	0	0	1397	3	28	1304	0	0	0	0	0	0.1071
31.2	0	0	82	1405	0	0	0	1734	3	25	-1	0	0	0	0	1504	0.0417
0	0	5	22	1410	0	0	0	1820	3	13	-1	1	5049	0	0	1488	0.5
163.4	0	3	14	1628	2	1	47.16	1375	3	27	0	1	0	0	0	1625	0.8519
300	0	0	19	1000	2	1	26.69	1897	3	26	-1	0	0	0	0	1500	0.2963
32.91	0	0	72	0	0	0	0	1884	1	93	1490	0	0	0	0	0	0.2737
275	0	1	8	0	3	1	92.79	1994	1	91	1644	0	1248	0	0	0	0.6383
0	0	0	94	0	0	0	0	1426	2	47	1513	0	0	0	0	0	0
67.17	0	1	30	0	1	1	66.32	1834	3	28	1500	0	1323	0	0	0	0.4074
0.3897	0	0	37	0	1	1	15.67	1887	2	46	1564	0	0	0	0	0	0.0208
0	0	1	39	0	0	0	0	909	1	46	1500	0	5902	0	0	0	0.8511
315	1	4	14	1308	2	1	127.8	1351	3	26	-1	0	0	0	0	1527	0.7308
87.72	0	0	74	0	0	0	0	1975	3	28	1436	0	0	0	0	0	0.2857
19.35	0	0	61	0	0	0	0	1269	3	29	1475	0	0	0	0	0	0.5172
100	0	0	23	0	2	1	9.606	1365	3	24	1502	1	0	0	0	0	0.0417
0	0	0	73	1000	0	0	0	1895	2	48	-1	0	0	0	0	1500	0.3191
67.68	0	0	38	0	0	0	0	1338	3	29	1486	0	0	0	0	0	0.8214
22.05	0	0	64	1183	0	0	0	1977	3	27	-1	0	621.7	0	0	1454	0.3333
288.5	1	9	20	1133	2	2	5.737	1348	3	28	-1	0	48.32	0	0	1496	0.7407
147.2	1	7	25	0	1	1	1.386	1813	3	26	1484	0	962.5	0	0	0	0.72
478.7	0	23	5	1289	4	2	406.7	2151	2	42	-1	1	2663	0	0	1515	0.9767
232.6	0	0	30	1167	1	1	5.541	1880	1	80	-1	0	1303	0	0	1516	0.5287
0	0	0	68	1000	0	0	0	1358	3	23	-1	0	0	0	0	1500	0.2083
0	0	0	81	0	0	0	0	1325	2	47	1501	0	0	0	0	0	0.1489
337.7	0	2	8	0	3	1	61.85	1836	1	94	1500	0	1102	0	0	0	0.7957
367.2	0	4	11	0	3	2	171.1	1870	3	27	1407	1	2943	0	0	0	0.5185
37.1	0	0	44	973	0	0	0	1342	2	42	-1	0	1029	0	0	1467	0.7174
33.11	0	0	80	1493	0	0	0	1280	2	47	-1	0	0	0	0	1509	0.1702
89.4	1	0	20	1451	2	1	104.3	1369	3	29	-1	0	0	0	0	1626	0.3929
341.4	1	4	17	1330	2	2	13.08	1421	3	29	0	2	0	0	0	1448	0.7931
132	0	0	81	0	0	0	0	1390	3	27	1463	0	0	0	0	0	0.0714
0	0	0	78	1000	0	0	0	1243	3	29	-1	0	0	0	0	1500	0.1786
0	0	0	54	0	0	0	0	1440	1	93	1502	0	0	0	0	0	0.5789
28.38	0	0	60	1021	0	0	0	1359	1	99	-1	0	0	0	0	1514	0.6465
384	0	1	16	0	2	1	4.393	1369	2	46	1496	0	0	0	0	0	0.7083
81.7	0	0	51	0	0	0	0	1852	2	43	1496	0	802.9	0	0	0	0.4773
136.7	0	0	95	1443	0	0	0	1562	3	26	-1	0	0	0	0	1543	0
127	0	5	18	1371	1	1	108.4	1791	3	27	-1	0	4657	0	0	1517	1
76.24	0	5	49	0	0	0	0	1285	3	27	1500	0	0	0	0	0	0.5172
100	0	5	23	1036	1	1	19.05	1786	3	31	-1	1	2144	0	0	1515	0.8667
10.8	0	0	92	1170	0	0	0	1503	1	97	-1	0	0	0	0	1515	0.1111
132.8	0	0	26	0	1	1	0	1892	1	95	1653	0	2303	0	0	0	0.8854
0	0	0	84	0	0	0	0	1820	2	44	1473	0	0	0	0	0	0.0425
0	0	0	85	0	0	0	0	1891	3	27	1452	0	0	0	0	0	0.1429
94.24	2	1	16	1344	2	2	41.45	1301	3	30	-1	0	0	0	0	1503	0.6897
185	0	0	29	0	1	1	19.75	1371	3	30	1487	0	0	0	0	0	0.8621
99.46	0	0	44	0	0	0	0	1906	3	27	1324	0	0	0	32.63	0	0.8077
0	0	0	58	0	0	0	0	1810	3	23	1356	0	0	0	0	0	0.24
411.6	1	1	8	1477	3	3	48.09	1897	3	27	-1	0	3542	0	0	1471	1
202.9	0	0	29	1063	1	1	28.59	1465	1	95	-1	0	869.8	0	0	1526	0.7368
46.24	0	0	93	0	0	0	0	1301	2	46	1524	0	0	0	0	0	0
77.96	0	1	67	0	0	0	0	1375	3	28	1447	0	0	0	0	0	0.5357
372.5	0	2	10	0	2	1	21.53	1877	2	45	1517	1	0.0145	0	4.565	0	0.9149
0	0	2	48	1434	0	0	0	1379	3	30	-1	0	1320	0	0	1432	0.7
157.3	1	3	23	0	1	1	184.2	1883	3	26	1430	0	6732	0	0	0	0.68
299.9	2	13	13	0	2	1	28.17	1350	3	26	1488	0	0	0	0	0	0.9615
100	0	1	24	0	1	1	7.658	1302	3	27	1399	0	0	0	0	0	0.7407
244.2	1	1	13	1329	3	1	7.495	1529	3	29	0	0	0	0	0	1469	0.3571
0	0	11	50	0	0	0	0	1886	2	46	1504	0	5725	0	0	0	0.6735
0	0	0	93	1348	0	0	0	1260	3	28	-1	0	0	0	0	1555	0.037
0	0	0	86	1006	0	0	0	1800	3	28	-1	0	0	0	0	1501	0
18.93	0	0	53	0	0	0	0	1338	2	46	1503	0	0	0	0	0	0.6957
111.2	0	2	56	0	0	0	0	1969	3	27	1467	1	3120	0	0	0	0.6296
100	0	1	34	1421	1	1	3.544	1402	3	30	0	0	0	0	0	1443	0.4483
78	0	0	78	0	0	0	0	1893	2	46	1500	0	0	0	0	0	0.1667
100	0	0	40	0	1	1	12.99	1502	2	47	1637	0	0	0	0	0	0.087
289.8	0	2	33	0	1	1	9.217	1880	1	91	1459	0	0	0	0	0	0.3656
186.8	0	0	30	1145	1	1	4.147	1779	3	27	-1	0	0	0	0	1533	0.4615
89.8	0	4	24	0	1	1	246.7	2113	2	46	1491	2	3390	0	0	0	0.8913
398.4	1	0	12	0	3	2	54.61	1431	1	92	1513	0	0	0	0	0	0.4783
0	0	2	58	0	0	0	0	1364	3	29	1526	0	0	0	0	0	0.4138
0	1	0	28	0	1	1	0	1828	3	27	1473	1	2214	0	0	0	0.5769
33.39	0	0	74	0	0	0	0	1668	3	25	1491	0	0	0	0	0	0.2222
0	0	1	53	1360	0	0	0	1955	3	32	-1	0	4527	0	390.1	1591	0.6774
53.44	0	0	75	0	0	0	0	1899	2	46	1494	0	0	0	0	0	0.234
134.1	1	1	33	0	1	1	17	1365	3	28	1469	0	0	0	0	0	0.5
79.98	0	0	76	1047	0	0	0	1437	2	45	-1	0	0	0	0	1485	0.1522
90.81	0	6	46	0	0	0	0	1820	3	28	1474	2	7238	0	0	0	0.7857
100	0	0	86	0	0	0	0	1743	3	28	1519	0	0	0	0	0	0
33.77	0	1	27	1443	1	1	39.01	1436	2	50	-1	0	0	0	0	1617	0.9388
0	0	0	71	0	0	0	0	1301	2	47	1425	0	0	0	0	0	0.3542
252.5	0	4	8	0	3	2	113.6	1362	2	48	1490	1	0	0	64.44	0	0.875
233.8	0	6	21	1362	2	1	26.69	1886	3	27	-1	0	4013	0	0	1425	0.1111
0	0	0	85	0	0	0	0	1442	1	91	1500	0	0	0	0	0	0.0851
0	0	0	78	0	0	0	0	1961	2	47	1486	1	0	0	0	0	0.1489
470.3	1	1	3	0	4	2	67.68	1393	3	28	1488	1	0	0	0	0	0.963
109	0	0	47	1228	0	0	0	1855	2	43	-1	0	4230	0	65.42	1581	0.8636
275.2	0	0	20	1086	2	1	38.32	1289	3	28	-1	1	269.1	0	0	1498	0.5714
75.24	0	0	62	0	0	0	0	1773	3	27	1424	0	1116	0	0	0	0.4615
0	0	0	86	1096	0	0	0	1367	3	28	0	0	0	0	0	1423	0.0357
43.86	0	0	62	1210	0	0	0	1357	1	94	-1	0	0	0	0	1425	0.5053
0	0	0	52	0	0	0	0	1379	1	94	1530	0	0	0	0	0	0.5895
284.8	1	1	29	1124	1	1	152.8	1854	3	26	-1	0	3036	0	0	1464	0.6923
0	0	0	88	0	0	0	0	1727	1	89	1494	0	0	0	0	0	0.0435
0	0	1	79	0	0	0	0	1357	3	29	1438	0	0	0	0	0	0.2069
109.7	0	2	22	0	2	1	43.52	1883	1	95	1466	0	285.8	0	0	0	0.4227
133.8	0	5	23	0	1	1	1.331	1457	2	48	1523	0	741.5	0	19.66	0	0.9388
